,Cust_ID,Year,Revenue,Product,Customer,# Transactions
4246,CUSTOMER 3330,2010,826.7999999999998,FraudFinder,CUSTOMER 3330,3
4251,CUSTOMER 3676,2011,275.6,FraudFinder,CUSTOMER 3676,3542
4253,CUSTOMER 1957,2010,826.7999999999998,FraudFinder,CUSTOMER 1957,110641
4260,CUSTOMER 1962,2011,206.70000000000002,FraudFinder,CUSTOMER 1962,131
4264,CUSTOMER 524,2011,137.8,FraudFinder,CUSTOMER 524,28656
4270,CUSTOMER 3298,2010,826.7999999999998,FraudFinder,CUSTOMER 3298,29715
4274,CUSTOMER 3298,2011,275.6,FraudFinder,CUSTOMER 3298,14989
4280,CUSTOMER 3763,2010,826.7999999999998,FraudFinder,CUSTOMER 3763,16513
4284,CUSTOMER 3763,2011,275.6,FraudFinder,CUSTOMER 3763,217146
4288,CUSTOMER 1846,2011,68.9,FraudFinder,CUSTOMER 1846,9475
4290,CUSTOMER 1035,2010,826.7999999999998,FraudFinder,CUSTOMER 1035,14230
4294,CUSTOMER 1035,2011,344.5,FraudFinder,CUSTOMER 1035,18616
4300,CUSTOMER 1047,2010,826.7999999999998,FraudFinder,CUSTOMER 1047,3
4304,CUSTOMER 1047,2011,68.9,FraudFinder,CUSTOMER 1047,165
4310,CUSTOMER 871,2011,275.6,FraudFinder,CUSTOMER 871,42628
4314,CUSTOMER 2386,2011,206.70000000000002,FraudFinder,CUSTOMER 2386,292128
4318,CUSTOMER 3157,2010,826.7999999999998,FraudFinder,CUSTOMER 3157,17451
4325,CUSTOMER 1129,2011,206.70000000000002,FraudFinder,CUSTOMER 1129,15159
4329,CUSTOMER 4057,2011,206.70000000000002,FraudFinder,CUSTOMER 4057,21874
4333,CUSTOMER 1616,2011,344.5,FraudFinder,CUSTOMER 1616,30356
4335,CUSTOMER 3873,2010,817.3399999999998,FraudFinder,CUSTOMER 3873,24
4339,CUSTOMER 3873,2011,137.8,FraudFinder,CUSTOMER 3873,33
4341,CUSTOMER 3751,2010,817.3299999999999,FraudFinder,CUSTOMER 3751,422087
4345,CUSTOMER 3751,2011,0.03,FraudFinder 2.0.,CUSTOMER 3751,139370
4348,CUSTOMER 3751,2011,0.03,Other,CUSTOMER 3751,139370
4350,CUSTOMER 940,2010,817.3299999999999,FraudFinder,CUSTOMER 940,24
4353,CUSTOMER 2847,2010,817.3299999999999,FraudFinder,CUSTOMER 2847,1800527
4357,CUSTOMER 2847,2011,0.03,FraudFinder 2.0.,CUSTOMER 2847,2263974
4360,CUSTOMER 2847,2011,0.03,Other,CUSTOMER 2847,2263974
4362,CUSTOMER 1305,2010,817.3299999999999,FraudFinder,CUSTOMER 1305,287183
4365,CUSTOMER 638,2010,817.3299999999999,FraudFinder,CUSTOMER 638,150120
4368,CUSTOMER 811,2010,817.3299999999997,FraudFinder,CUSTOMER 811,10
4372,CUSTOMER 811,2011,-0.03,FraudFinder 2.0.,CUSTOMER 811,2341
4375,CUSTOMER 811,2011,-0.03,Other,CUSTOMER 811,2341
4385,CUSTOMER 751,2011,726.9599999999999,FraudFinder,CUSTOMER 751,74
4388,CUSTOMER 3234,2010,807.1,FraudFinder,CUSTOMER 3234,15
4391,CUSTOMER 1355,2010,807.1,FraudFinder,CUSTOMER 1355,1267179
4394,CUSTOMER 4020,2010,807.0999999999999,FraudFinder,CUSTOMER 4020,646081
4397,CUSTOMER 1003,2010,807.0999999999999,FraudFinder,CUSTOMER 1003,3125191
4404,CUSTOMER 1949,2010,797.2200000000001,FraudFinder,CUSTOMER 1949,903164
4408,CUSTOMER 1949,2011,-0.03,FraudFinder 2.0.,CUSTOMER 1949,383592
4411,CUSTOMER 1949,2011,-0.03,Other,CUSTOMER 1949,383592
4413,CUSTOMER 1398,2010,797.2200000000001,FraudFinder,CUSTOMER 1398,17602
4416,CUSTOMER 1398,2010,6.880000000000001,FraudFinder 2.0.,CUSTOMER 1398,17602
4422,CUSTOMER 1398,2010,6.880000000000001,Other,CUSTOMER 1398,17602
4430,CUSTOMER 3985,2011,615.03,FraudFinder,CUSTOMER 3985,161
4432,CUSTOMER 3394,2010,786.1,FraudFinder,CUSTOMER 3394,1
4435,CUSTOMER 3349,2011,781.9200000000001,FraudFinder,CUSTOMER 3349,69
4440,CUSTOMER 3349,2012,135.19,FraudFinder,CUSTOMER 3349,993
4443,CUSTOMER 3741,2011,338.6,FraudFinder,CUSTOMER 3741,16308
4451,CUSTOMER 431,2010,775.33,FraudFinder,CUSTOMER 431,1
4456,CUSTOMER 3764,2011,774.2200000000001,FraudFinder,CUSTOMER 3764,4143
4461,CUSTOMER 3764,2012,135.19,FraudFinder,CUSTOMER 3764,10
4470,CUSTOMER 2903,2010,768.3400000000001,FraudFinder,CUSTOMER 2903,54249
4473,CUSTOMER 2389,2010,768.3400000000001,FraudFinder,CUSTOMER 2389,16722
4476,CUSTOMER 1901,2010,768.3400000000001,FraudFinder,CUSTOMER 1901,56630
4481,CUSTOMER 3658,2011,540.68,FraudFinder,CUSTOMER 3658,8334
4483,CUSTOMER 3660,2010,757.9,FraudFinder,CUSTOMER 3660,20094
4486,CUSTOMER 695,2010,757.8999999999999,FraudFinder,CUSTOMER 695,8331
4491,CUSTOMER 1321,2012,270.52,FraudFinder,CUSTOMER 1321,3727
4496,CUSTOMER 609,2010,754.2799999999997,FraudFinder,CUSTOMER 609,15
4500,CUSTOMER 3883,2011,743.4200000000001,FraudFinder,CUSTOMER 3883,376
4502,CUSTOMER 3883,2010,608.89,FraudFinder,CUSTOMER 3883,193
4505,CUSTOMER 1441,2010,738.56,FraudFinder,CUSTOMER 1441,32994
4511,CUSTOMER 1441,2011,307.75,FraudFinder,CUSTOMER 1441,3911
4515,CUSTOMER 4103,2011,61.55,FraudFinder,CUSTOMER 4103,3358
4521,CUSTOMER 228,2011,123.1,FraudFinder,CUSTOMER 228,12505
4523,CUSTOMER 1055,2010,738.56,FraudFinder,CUSTOMER 1055,3
4527,CUSTOMER 1055,2011,123.1,FraudFinder,CUSTOMER 1055,23
4529,CUSTOMER 1954,2011,737.4800000000001,FraudFinder,CUSTOMER 1954,1877
4534,CUSTOMER 1954,2012,270.34999999999997,FraudFinder,CUSTOMER 1954,3862
4536,CUSTOMER 1954,2012,-148.69,FraudFinder 2.0.,CUSTOMER 1954,3862
4540,CUSTOMER 1954,2012,-148.69,Other,CUSTOMER 1954,3862
4546,CUSTOMER 1112,2010,726.52,FraudFinder,CUSTOMER 1112,280102
4549,CUSTOMER 11,2010,726.52,FraudFinder,CUSTOMER 11,2074955
4552,CUSTOMER 1165,2010,726.52,FraudFinder,CUSTOMER 1165,174817
4560,CUSTOMER 2307,2011,603.6899999999999,FraudFinder,CUSTOMER 2307,2
4562,CUSTOMER 1345,2011,713.8800000000001,FraudFinder,CUSTOMER 1345,173
4567,CUSTOMER 1345,2012,123.07,FraudFinder,CUSTOMER 1345,780
4574,CUSTOMER 2153,2010,706.08,FraudFinder,CUSTOMER 2153,295
4577,CUSTOMER 1810,2010,706.08,FraudFinder,CUSTOMER 1810,69226
4581,CUSTOMER 3865,2012,2296.55,FraudFinder 2.0.,CUSTOMER 3865,28428
4583,CUSTOMER 3865,2012,2296.55,Other,CUSTOMER 3865,28428
4585,CUSTOMER 803,2010,697.19,FraudFinder,CUSTOMER 803,43997
4588,CUSTOMER 2366,2010,692.1799999999998,FraudFinder,CUSTOMER 2366,27
4592,CUSTOMER 2366,2011,0.03,FraudFinder 2.0.,CUSTOMER 2366,43
4595,CUSTOMER 2366,2011,0.03,Other,CUSTOMER 2366,43
4600,CUSTOMER 1926,2010,689.2799999999999,FraudFinder,CUSTOMER 1926,17508
4615,CUSTOMER 3016,2011,482.29999999999995,FraudFinder,CUSTOMER 3016,20275
4617,CUSTOMER 3034,2011,687.7499999999999,FraudFinder,CUSTOMER 3034,105
4626,CUSTOMER 3737,2011,473.09999999999997,FraudFinder,CUSTOMER 3737,17781
4634,CUSTOMER 295,2010,682.11,FraudFinder,CUSTOMER 295,55830
4637,CUSTOMER 1194,2010,682.11,FraudFinder,CUSTOMER 1194,173145
4640,CUSTOMER 1194,2010,125.00000000000001,FraudFinder 2.0.,CUSTOMER 1194,173145
4644,CUSTOMER 1194,2011,25.61,FraudFinder 2.0.,CUSTOMER 1194,136167
4646,CUSTOMER 1194,2010,125.00000000000001,Other,CUSTOMER 1194,173145
4650,CUSTOMER 1194,2011,25.61,Other,CUSTOMER 1194,136167
4663,CUSTOMER 1922,2010,669.31,FraudFinder,CUSTOMER 1922,9336
4666,CUSTOMER 3429,2010,666.6800000000001,FraudFinder,CUSTOMER 3429,1007690
4678,CUSTOMER 3205,2010,660.24,FraudFinder,CUSTOMER 3205,1437492
4691,CUSTOMER 1992,2010,646.0200000000001,FraudFinder,CUSTOMER 1992,4
4693,CUSTOMER 2390,2010,645.68,FraudFinder,CUSTOMER 2390,47
4697,CUSTOMER 3770,2011,608.24,FraudFinder,CUSTOMER 3770,622
4699,CUSTOMER 3770,2011,0.03,FraudFinder 2.0.,CUSTOMER 3770,622
4701,CUSTOMER 3770,2011,0.03,Other,CUSTOMER 3770,622
4707,CUSTOMER 316,2010,636.66,FraudFinder,CUSTOMER 316,2
4711,CUSTOMER 316,2011,212.24,FraudFinder,CUSTOMER 316,167
4717,CUSTOMER 3244,2011,477.51000000000005,FraudFinder,CUSTOMER 3244,3708
4719,CUSTOMER 3244,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3244,3708
4721,CUSTOMER 3244,2011,-0.02,Other,CUSTOMER 3244,3708
4729,CUSTOMER 3612,2011,456.28000000000003,FraudFinder,CUSTOMER 3612,1192985
4735,CUSTOMER 1904,2010,635.71,FraudFinder,CUSTOMER 1904,158316
4740,CUSTOMER 2034,2011,553.35,FraudFinder,CUSTOMER 2034,30
4742,CUSTOMER 2034,2011,0.02,FraudFinder 2.0.,CUSTOMER 2034,30
4744,CUSTOMER 2034,2011,0.02,Other,CUSTOMER 2034,30
4746,CUSTOMER 2927,2010,620.0999999999999,FraudFinder,CUSTOMER 2927,478123
4749,CUSTOMER 473,2010,620.0999999999999,FraudFinder,CUSTOMER 473,2
4753,CUSTOMER 473,2011,0.03,FraudFinder 2.0.,CUSTOMER 473,37
4756,CUSTOMER 473,2011,0.03,Other,CUSTOMER 473,37
4758,CUSTOMER 2656,2010,620.0999999999999,FraudFinder,CUSTOMER 2656,27297
4761,CUSTOMER 2861,2010,620.0999999999999,FraudFinder,CUSTOMER 2861,53342
4764,CUSTOMER 3063,2010,620.0600000000001,FraudFinder,CUSTOMER 3063,2702107
4768,CUSTOMER 2789,2011,615.11,FraudFinder,CUSTOMER 2789,17674
4772,CUSTOMER 1005,2011,553.59,FraudFinder,CUSTOMER 1005,31
4774,CUSTOMER 843,2010,613.54,FraudFinder,CUSTOMER 843,8880
4776,CUSTOMER 3965,2010,605.24,FraudFinder,CUSTOMER 3965,866391
4779,CUSTOMER 479,2010,605.14,FraudFinder,CUSTOMER 479,141436
4783,CUSTOMER 3325,2010,603.1199999999999,FraudFinder,CUSTOMER 3325,83748
4786,CUSTOMER 188,2010,590.52,FraudFinder,CUSTOMER 188,3170
4790,CUSTOMER 1900,2011,147.63,FraudFinder,CUSTOMER 1900,10712
4794,CUSTOMER 3297,2011,98.42,FraudFinder,CUSTOMER 3297,2725
4798,CUSTOMER 2257,2011,147.63,FraudFinder,CUSTOMER 2257,13
4802,CUSTOMER 2294,2011,98.42,FraudFinder,CUSTOMER 2294,2389
4804,CUSTOMER 2043,2010,581.4200000000001,FraudFinder,CUSTOMER 2043,1
4808,CUSTOMER 2043,2011,0.03,FraudFinder 2.0.,CUSTOMER 2043,1
4811,CUSTOMER 2043,2011,0.03,Other,CUSTOMER 2043,1
4815,CUSTOMER 3978,2010,564.9699999999999,FraudFinder,CUSTOMER 3978,20867
4824,CUSTOMER 2871,2010,564.9699999999999,FraudFinder,CUSTOMER 2871,312742
4827,CUSTOMER 2871,2010,15.739999999999998,FraudFinder 2.0.,CUSTOMER 2871,312742
4831,CUSTOMER 2871,2011,48.22999999999999,FraudFinder 2.0.,CUSTOMER 2871,372657
4833,CUSTOMER 2871,2010,15.739999999999998,Other,CUSTOMER 2871,312742
4837,CUSTOMER 2871,2011,48.22999999999999,Other,CUSTOMER 2871,372657
4839,CUSTOMER 26,2010,564.88,FraudFinder,CUSTOMER 26,87252
4842,CUSTOMER 740,2010,553.94,FraudFinder,CUSTOMER 740,701
4846,CUSTOMER 740,2011,0.03,FraudFinder 2.0.,CUSTOMER 740,1807
4849,CUSTOMER 740,2011,0.03,Other,CUSTOMER 740,1807
4851,CUSTOMER 1496,2010,551.1999999999999,FraudFinder,CUSTOMER 1496,388685
4852,CUSTOMER 1496,2010,551.1999999999999,FraudFinder,CUSTOMER 1496,3
4856,CUSTOMER 1496,2010,2.95,FraudFinder 2.0.,CUSTOMER 1496,388685
4857,CUSTOMER 1496,2010,2.95,FraudFinder 2.0.,CUSTOMER 1496,3
4865,CUSTOMER 1496,2012,-523.29,FraudFinder 2.0.,CUSTOMER 1496,318831
4866,CUSTOMER 1496,2010,2.95,Other,CUSTOMER 1496,388685
4867,CUSTOMER 1496,2010,2.95,Other,CUSTOMER 1496,3
4875,CUSTOMER 1496,2012,-523.29,Other,CUSTOMER 1496,318831
4876,CUSTOMER 3142,2010,551.1999999999999,FraudFinder,CUSTOMER 3142,5
4888,CUSTOMER 1937,2010,544.9,FraudFinder,CUSTOMER 1937,39869
4891,CUSTOMER 1487,2010,544.9,FraudFinder,CUSTOMER 1487,177298
4894,CUSTOMER 547,2010,541.3000000000001,FraudFinder,CUSTOMER 547,25454
4897,CUSTOMER 1358,2010,531.48,FraudFinder,CUSTOMER 1358,1449420
4903,CUSTOMER 3597,2010,516.9599999999999,FraudFinder,CUSTOMER 3597,1
4906,CUSTOMER 1614,2010,516.82,FraudFinder,CUSTOMER 1614,4
4909,CUSTOMER 2165,2010,492.0999999999999,FraudFinder,CUSTOMER 2165,1186
4912,CUSTOMER 2510,2010,487.17,FraudFinder,CUSTOMER 2510,1
4916,CUSTOMER 2510,2011,0.03,FraudFinder 2.0.,CUSTOMER 2510,9
4919,CUSTOMER 2510,2011,0.03,Other,CUSTOMER 2510,9
4921,CUSTOMER 2309,2010,484.26,FraudFinder,CUSTOMER 2309,101660
4924,CUSTOMER 3661,2010,484.26,FraudFinder,CUSTOMER 3661,1
4927,CUSTOMER 1578,2010,484.26,FraudFinder,CUSTOMER 1578,113986
4930,CUSTOMER 4137,2010,484.25999999999993,FraudFinder,CUSTOMER 4137,376358
4936,CUSTOMER 2345,2010,484.25999999999993,FraudFinder,CUSTOMER 2345,352080
4937,CUSTOMER 2345,2010,484.25999999999993,FraudFinder,CUSTOMER 2345,472061
4940,CUSTOMER 328,2010,484.25999999999993,FraudFinder,CUSTOMER 328,61624
4943,CUSTOMER 2187,2010,482.29999999999995,FraudFinder,CUSTOMER 2187,7066
4947,CUSTOMER 2290,2010,482.29999999999995,FraudFinder,CUSTOMER 2290,87
4962,CUSTOMER 12,2010,480.3,FraudFinder,CUSTOMER 12,2034905
4965,CUSTOMER 3739,2010,477.51000000000005,FraudFinder,CUSTOMER 3739,320071
4969,CUSTOMER 3739,2011,-0.03,FraudFinder 2.0.,CUSTOMER 3739,574047
4972,CUSTOMER 3739,2011,-0.03,Other,CUSTOMER 3739,574047
4974,CUSTOMER 2707,2010,454.09,FraudFinder,CUSTOMER 2707,10344
4977,CUSTOMER 949,2010,454.09,FraudFinder,CUSTOMER 949,161760
4980,CUSTOMER 542,2010,454.09,FraudFinder,CUSTOMER 542,37896
4982,CUSTOMER 1172,2010,454.09,FraudFinder,CUSTOMER 1172,4
4985,CUSTOMER 3434,2010,443.05,FraudFinder,CUSTOMER 3434,150212
4996,CUSTOMER 2011,2010,430.85,FraudFinder,CUSTOMER 2011,17
5001,CUSTOMER 4079,2010,430.79999999999995,FraudFinder,CUSTOMER 4079,101893
5004,CUSTOMER 4048,2010,417.09,FraudFinder,CUSTOMER 4048,1347
5006,CUSTOMER 3159,2010,413.4,FraudFinder,CUSTOMER 3159,42356
5009,CUSTOMER 2624,2010,413.4,FraudFinder,CUSTOMER 2624,53383
5013,CUSTOMER 3595,2010,413.4,FraudFinder,CUSTOMER 3595,61436
5017,CUSTOMER 2600,2010,412.74000000000007,FraudFinder,CUSTOMER 2600,3094
5020,CUSTOMER 2533,2010,403.54999999999995,FraudFinder,CUSTOMER 2533,277302
5032,CUSTOMER 4088,2010,393.67999999999995,FraudFinder,CUSTOMER 4088,1243
5039,CUSTOMER 1208,2010,369.3,FraudFinder,CUSTOMER 1208,42
5044,CUSTOMER 797,2010,368.13,FraudFinder,CUSTOMER 797,354
5047,CUSTOMER 797,2010,41.33999999999999,FraudFinder 2.0.,CUSTOMER 797,354
5051,CUSTOMER 797,2011,2.950000000000001,FraudFinder 2.0.,CUSTOMER 797,433
5053,CUSTOMER 797,2010,41.33999999999999,Other,CUSTOMER 797,354
5057,CUSTOMER 797,2011,2.950000000000001,Other,CUSTOMER 797,433
5059,CUSTOMER 3190,2010,344.64,FraudFinder,CUSTOMER 3190,31
5062,CUSTOMER 2195,2010,344.5,FraudFinder,CUSTOMER 2195,4
5067,CUSTOMER 3425,2010,344.5,FraudFinder,CUSTOMER 3425,1
5070,CUSTOMER 3425,2010,1195.2900000000004,FraudFinder 2.0.,CUSTOMER 3425,1
5074,CUSTOMER 3425,2011,662.8900000000001,FraudFinder 2.0.,CUSTOMER 3425,2169
5076,CUSTOMER 3425,2010,1195.2900000000004,Other,CUSTOMER 3425,1
5080,CUSTOMER 3425,2011,662.8900000000001,Other,CUSTOMER 3425,2169
5085,CUSTOMER 4146,2010,344.5,FraudFinder,CUSTOMER 4146,28368
5088,CUSTOMER 4097,2010,344.5,FraudFinder,CUSTOMER 4097,10031
5091,CUSTOMER 96,2010,344.5,FraudFinder,CUSTOMER 96,153562
5094,CUSTOMER 1259,2010,344.5,FraudFinder,CUSTOMER 1259,287098
5097,CUSTOMER 1602,2010,344.46999999999997,FraudFinder,CUSTOMER 1602,22
5100,CUSTOMER 2655,2010,323.02,FraudFinder,CUSTOMER 2655,23311
5102,CUSTOMER 2139,2010,322.84,FraudFinder,CUSTOMER 2139,402
5105,CUSTOMER 4130,2010,318.31,FraudFinder,CUSTOMER 4130,71517
5108,CUSTOMER 1492,2010,314.44,FraudFinder,CUSTOMER 1492,2888734
5113,CUSTOMER 1037,2010,295.26,FraudFinder,CUSTOMER 1037,1371
5116,CUSTOMER 3439,2010,293.44,FraudFinder,CUSTOMER 3439,86133
5119,CUSTOMER 3436,2010,275.6,FraudFinder,CUSTOMER 3436,40609
5122,CUSTOMER 3487,2010,275.14,FraudFinder,CUSTOMER 3487,289
5125,CUSTOMER 4083,2010,272.46,FraudFinder,CUSTOMER 4083,356731
5128,CUSTOMER 1789,2010,272.46,FraudFinder,CUSTOMER 1789,58862
5131,CUSTOMER 915,2010,270.65000000000003,FraudFinder,CUSTOMER 915,2412
5134,CUSTOMER 3526,2010,265.3,FraudFinder,CUSTOMER 3526,29639
5137,CUSTOMER 884,2010,260.12,FraudFinder,CUSTOMER 884,6
5140,CUSTOMER 1801,2010,258.48,FraudFinder,CUSTOMER 1801,75
5143,CUSTOMER 725,2010,258.48,FraudFinder,CUSTOMER 725,43434
5146,CUSTOMER 1468,2010,250.1,FraudFinder,CUSTOMER 1468,1568
5156,CUSTOMER 269,2010,242.13,FraudFinder,CUSTOMER 269,155740
5159,CUSTOMER 1392,2010,242.13,FraudFinder,CUSTOMER 1392,1289828
5162,CUSTOMER 3642,2010,221.53,FraudFinder,CUSTOMER 3642,13277
5165,CUSTOMER 1155,2010,221.53,FraudFinder,CUSTOMER 1155,185984
5171,CUSTOMER 3267,2010,211.82999999999998,FraudFinder,CUSTOMER 3267,51137
5174,CUSTOMER 1246,2010,206.70000000000002,FraudFinder,CUSTOMER 1246,199
5178,CUSTOMER 1994,2010,196.84,FraudFinder,CUSTOMER 1994,1020
5181,CUSTOMER 2087,2010,175.07,FraudFinder,CUSTOMER 2087,4324244
5184,CUSTOMER 3861,2010,165.11,FraudFinder,CUSTOMER 3861,192367
5187,CUSTOMER 1791,2010,165.11,FraudFinder,CUSTOMER 1791,7554088
5190,CUSTOMER 4115,2010,165.11,FraudFinder,CUSTOMER 4115,236218
5198,CUSTOMER 2617,2010,165.11,FraudFinder,CUSTOMER 2617,47341
5201,CUSTOMER 2567,2010,165.11,FraudFinder,CUSTOMER 2567,2866328
5204,CUSTOMER 277,2010,165.11,FraudFinder,CUSTOMER 277,1147509
5207,CUSTOMER 2196,2010,165.11,FraudFinder,CUSTOMER 2196,80490
5213,CUSTOMER 3456,2010,157.22,FraudFinder,CUSTOMER 3456,1191
5215,CUSTOMER 2500,2010,150.11,FraudFinder,CUSTOMER 2500,24
5218,CUSTOMER 4013,2010,147.63,FraudFinder,CUSTOMER 4013,7696
5222,CUSTOMER 1888,2010,146.72,FraudFinder,CUSTOMER 1888,103024
5228,CUSTOMER 722,2010,146.72,FraudFinder,CUSTOMER 722,587180
5231,CUSTOMER 2250,2010,146.72,FraudFinder,CUSTOMER 2250,145005
5234,CUSTOMER 1785,2010,139.76,FraudFinder,CUSTOMER 1785,209123
5239,CUSTOMER 1402,2010,137.8,FraudFinder,CUSTOMER 1402,202698
5240,CUSTOMER 1402,2010,137.8,FraudFinder,CUSTOMER 1402,186843
5244,CUSTOMER 1402,2010,214.17,FraudFinder 2.0.,CUSTOMER 1402,202698
5245,CUSTOMER 1402,2010,214.17,FraudFinder 2.0.,CUSTOMER 1402,186843
5249,CUSTOMER 1402,2010,214.17,Other,CUSTOMER 1402,202698
5250,CUSTOMER 1402,2010,214.17,Other,CUSTOMER 1402,186843
5254,CUSTOMER 2325,2010,137.8,FraudFinder,CUSTOMER 2325,40054
5257,CUSTOMER 3940,2010,137.54,FraudFinder,CUSTOMER 3940,2080
5261,CUSTOMER 2558,2010,119.24,FraudFinder,CUSTOMER 2558,62842
5264,CUSTOMER 984,2010,113.69,FraudFinder,CUSTOMER 984,168431
5267,CUSTOMER 2877,2010,98.42,FraudFinder,CUSTOMER 2877,1377
5270,CUSTOMER 2370,2010,91.73,FraudFinder,CUSTOMER 2370,19
5273,CUSTOMER 3339,2010,86.16,FraudFinder,CUSTOMER 3339,188322
5276,CUSTOMER 661,2010,86.16,FraudFinder,CUSTOMER 661,9596
5291,CUSTOMER 2721,2010,86.16,FraudFinder,CUSTOMER 2721,21
5294,CUSTOMER 89,2010,86.16,FraudFinder,CUSTOMER 89,2510
5298,CUSTOMER 1956,2010,80.55,FraudFinder,CUSTOMER 1956,2
5317,CUSTOMER 1354,2010,68.9,FraudFinder,CUSTOMER 1354,28040
5320,CUSTOMER 907,2010,68.9,FraudFinder,CUSTOMER 907,156307
5323,CUSTOMER 3428,2010,64.64,FraudFinder,CUSTOMER 3428,12418
5328,CUSTOMER 3428,2012,-120.35,FraudFinder 2.0.,CUSTOMER 3428,102
5331,CUSTOMER 3428,2012,-120.35,Other,CUSTOMER 3428,102
5332,CUSTOMER 727,2010,53.06,FraudFinder,CUSTOMER 727,13753
5335,CUSTOMER 3797,2010,-80.71,FraudFinder,CUSTOMER 3797,3514
5339,CUSTOMER 3797,2011,0.03,FraudFinder 2.0.,CUSTOMER 3797,5391
5342,CUSTOMER 3797,2011,0.03,Other,CUSTOMER 3797,5391
5344,CUSTOMER 2485,2010,-96.09000000000003,FraudFinder,CUSTOMER 2485,3
5348,CUSTOMER 2485,2011,1152.76,FraudFinder 2.0.,CUSTOMER 2485,384
5352,CUSTOMER 2485,2012,1182.28,FraudFinder 2.0.,CUSTOMER 2485,255
5354,CUSTOMER 2485,2011,1152.76,Other,CUSTOMER 2485,384
5358,CUSTOMER 2485,2012,1182.28,Other,CUSTOMER 2485,255
5359,CUSTOMER 1879,2010,-927.2,FraudFinder,CUSTOMER 1879,879575
5365,CUSTOMER 1002,2010,997.9,FraudFinder 2.0.,CUSTOMER 1002,33787
5368,CUSTOMER 1002,2010,997.9,Other,CUSTOMER 1002,33787
5385,CUSTOMER 1094,2012,7696.85,FraudFinder 2.0.,CUSTOMER 1094,8670
5386,CUSTOMER 1094,2012,7696.85,Other,CUSTOMER 1094,8670
5389,CUSTOMER 1100,2012,-2057.01,FraudFinder 2.0.,CUSTOMER 1100,84877
5392,CUSTOMER 1100,2012,-2057.01,Other,CUSTOMER 1100,84877
5394,CUSTOMER 1106,2011,-0.02,FraudFinder 2.0.,CUSTOMER 1106,7
5400,CUSTOMER 1106,2011,-0.02,Other,CUSTOMER 1106,7
5408,CUSTOMER 1171,2011,0.9799999999999995,FraudFinder 2.0.,CUSTOMER 1171,11498170
5412,CUSTOMER 1171,2012,-2807.09,FraudFinder 2.0.,CUSTOMER 1171,10516788
5414,CUSTOMER 1171,2011,0.9799999999999995,Other,CUSTOMER 1171,11498170
5418,CUSTOMER 1171,2012,-2807.09,Other,CUSTOMER 1171,10516788
5419,CUSTOMER 1173,2012,7696.85,FraudFinder 2.0.,CUSTOMER 1173,413162
5420,CUSTOMER 1173,2012,7696.85,Other,CUSTOMER 1173,413162
5422,CUSTOMER 1180,2011,-0.02,FraudFinder 2.0.,CUSTOMER 1180,748418
5425,CUSTOMER 1180,2011,-0.02,Other,CUSTOMER 1180,748418
5430,CUSTOMER 1249,2011,-0.02,FraudFinder 2.0.,CUSTOMER 1249,6340
5433,CUSTOMER 1249,2011,-0.02,Other,CUSTOMER 1249,6340
5436,CUSTOMER 1253,2011,-0.03,FraudFinder 2.0.,CUSTOMER 1253,44770
5445,CUSTOMER 1253,2011,-0.03,Other,CUSTOMER 1253,44770
5453,CUSTOMER 1275,2011,590.56,FraudFinder 2.0.,CUSTOMER 1275,496
5456,CUSTOMER 1275,2012,-900.0,FraudFinder 2.0.,CUSTOMER 1275,458172
5457,CUSTOMER 1275,2011,590.56,Other,CUSTOMER 1275,496
5460,CUSTOMER 1275,2012,-900.0,Other,CUSTOMER 1275,458172
5461,CUSTOMER 128,2012,984.3000000000002,FraudFinder 2.0.,CUSTOMER 128,680
5463,CUSTOMER 128,2012,984.3000000000002,Other,CUSTOMER 128,680
5465,CUSTOMER 1311,2011,0.02,FraudFinder 2.0.,CUSTOMER 1311,15255
5466,CUSTOMER 1311,2011,0.02,FraudFinder 2.0.,CUSTOMER 1311,23086
5468,CUSTOMER 1311,2011,0.02,Other,CUSTOMER 1311,15255
5469,CUSTOMER 1311,2011,0.02,Other,CUSTOMER 1311,23086
5490,CUSTOMER 1371,2011,0.03,FraudFinder 2.0.,CUSTOMER 1371,49377
5493,CUSTOMER 1371,2011,0.03,Other,CUSTOMER 1371,49377
5495,CUSTOMER 143,2012,-352.36,FraudFinder 2.0.,CUSTOMER 143,9152426
5496,CUSTOMER 143,2012,-352.36,Other,CUSTOMER 143,9152426
5503,CUSTOMER 1483,2012,78818.85,FraudFinder 2.0.,CUSTOMER 1483,2813197
5505,CUSTOMER 1483,2012,78818.85,Other,CUSTOMER 1483,2813197
5508,CUSTOMER 1501,2011,-0.03,FraudFinder 2.0.,CUSTOMER 1501,321325
5511,CUSTOMER 1501,2011,-0.03,Other,CUSTOMER 1501,321325
5521,CUSTOMER 1552,2012,1424.1799999999998,FraudFinder 2.0.,CUSTOMER 1552,8674432
5525,CUSTOMER 1552,2012,1424.1799999999998,Other,CUSTOMER 1552,8674432
5530,CUSTOMER 1593,2011,0.03,FraudFinder 2.0.,CUSTOMER 1593,2402336
5539,CUSTOMER 1593,2011,0.03,Other,CUSTOMER 1593,2402336
5548,CUSTOMER 1618,2012,1456.65,FraudFinder 2.0.,CUSTOMER 1618,168071
5552,CUSTOMER 1618,2012,1456.65,Other,CUSTOMER 1618,168071
