Customer,# Transactions,Year
CUSTOMER 2655,0,2011
CUSTOMER 2656,27400,2011
CUSTOMER 2658,394661,2011
CUSTOMER 2669,2,2011
CUSTOMER 2672,10670,2011
CUSTOMER 2673,608,2011
CUSTOMER 2674,21438,2011
CUSTOMER 2706,6694,2011
CUSTOMER 2707,4555,2011
CUSTOMER 2708,215474,2011
CUSTOMER 2709,508788,2011
CUSTOMER 2710,0,2011
CUSTOMER 2713,268,2011
CUSTOMER 2715,4603,2011
CUSTOMER 2719,340,2011
CUSTOMER 2721,6,2011
CUSTOMER 2722,0,2011
CUSTOMER 2725,267749,2011
CUSTOMER 2728,26,2011
CUSTOMER 2729,12732,2011
CUSTOMER 2730,32289,2011
CUSTOMER 2734,0,2011
CUSTOMER 2737,40747,2011
CUSTOMER 2739,0,2011
CUSTOMER 2741,0,2011
CUSTOMER 2743,19627,2011
CUSTOMER 2744,179223,2011
CUSTOMER 2746,0,2011
CUSTOMER 2751,67447,2011
CUSTOMER 2754,48,2011
CUSTOMER 2755,151596,2011
CUSTOMER 2757,3642573,2011
CUSTOMER 2760,49009,2011
CUSTOMER 2761,253958,2011
CUSTOMER 2764,904976,2011
CUSTOMER 2765,42324,2011
CUSTOMER 2767,107868,2011
CUSTOMER 2768,978796,2011
CUSTOMER 2769,816983,2011
CUSTOMER 2773,13,2011
CUSTOMER 2774,0,2011
CUSTOMER 2775,43229,2011
CUSTOMER 2777,46383,2011
CUSTOMER 2778,122028,2011
CUSTOMER 2779,0,2011
CUSTOMER 2780,210246,2011
CUSTOMER 2781,0,2011
CUSTOMER 2783,1076952,2011
CUSTOMER 2784,0,2011
CUSTOMER 2785,2961,2011
CUSTOMER 2786,19830,2011
CUSTOMER 2789,17674,2011
CUSTOMER 2793,3252,2011
CUSTOMER 2795,482830,2011
CUSTOMER 2796,72083,2011
CUSTOMER 2801,62020,2011
CUSTOMER 2803,435081,2011
CUSTOMER 2804,36254,2011
CUSTOMER 2807,1621608,2011
CUSTOMER 2809,10263,2011
CUSTOMER 2810,426359,2011
CUSTOMER 2812,3870683,2011
CUSTOMER 2814,1027288,2011
CUSTOMER 2817,82195,2011
CUSTOMER 2822,2674858,2011
CUSTOMER 2824,0,2011
CUSTOMER 2825,0,2011
CUSTOMER 2828,347,2011
CUSTOMER 2829,19774,2011
CUSTOMER 2830,27090,2011
CUSTOMER 2831,2012,2011
CUSTOMER 2832,0,2011
CUSTOMER 2834,252,2011
CUSTOMER 2835,25460459,2011
CUSTOMER 2836,37304,2011
CUSTOMER 2838,1145053,2011
CUSTOMER 2839,42175,2011
CUSTOMER 2840,0,2011
CUSTOMER 2847,2263974,2011
CUSTOMER 2848,249396,2011
CUSTOMER 2851,999300,2011
CUSTOMER 2854,11269,2011
CUSTOMER 2857,28231,2011
CUSTOMER 2858,201855,2011
CUSTOMER 2861,3252,2011
CUSTOMER 2864,6188434,2011
CUSTOMER 2865,46724,2011
CUSTOMER 2866,2702,2011
CUSTOMER 2869,0,2011
CUSTOMER 2870,657418,2011
CUSTOMER 2871,372657,2011
CUSTOMER 2872,0,2011
CUSTOMER 2873,203,2011
CUSTOMER 2874,2076334,2011
CUSTOMER 2877,3,2011
CUSTOMER 2878,1082,2011
CUSTOMER 2879,380271,2011
CUSTOMER 2880,19775,2011
CUSTOMER 2883,21738,2011
CUSTOMER 2884,7523,2011
CUSTOMER 2887,2949353,2011
CUSTOMER 2891,0,2011
CUSTOMER 2893,88107,2011
CUSTOMER 2895,0,2011
CUSTOMER 2898,58,2011
CUSTOMER 2899,215943,2011
CUSTOMER 2901,43985,2011
CUSTOMER 2903,27019,2011
CUSTOMER 2905,32338,2011
CUSTOMER 2908,0,2011
CUSTOMER 2910,5165,2011
CUSTOMER 2911,9973714,2011
CUSTOMER 2912,617,2011
CUSTOMER 2913,176,2011
CUSTOMER 2915,112372,2011
CUSTOMER 2920,67,2011
CUSTOMER 2924,348612,2011
CUSTOMER 2926,1719874,2011
CUSTOMER 2926,1720866,2011
CUSTOMER 2927,484580,2011
CUSTOMER 2929,6729,2011
CUSTOMER 2930,0,2011
CUSTOMER 2931,29745,2011
CUSTOMER 2933,7132,2011
CUSTOMER 2934,328508,2011
CUSTOMER 2936,105,2011
CUSTOMER 2938,1248797,2011
CUSTOMER 2939,0,2011
CUSTOMER 2940,58764,2011
CUSTOMER 2942,144758,2011
CUSTOMER 2945,0,2011
CUSTOMER 2947,6182,2011
CUSTOMER 2950,15,2011
CUSTOMER 2959,1191182,2011
CUSTOMER 2967,0,2011
CUSTOMER 2968,75867,2011
CUSTOMER 2969,627367,2011
CUSTOMER 2970,246552,2011
CUSTOMER 2971,72560,2011
CUSTOMER 2973,65536,2011
CUSTOMER 2976,10810,2011
CUSTOMER 2977,1489109,2011
CUSTOMER 2978,84395,2011
CUSTOMER 2988,3,2011
CUSTOMER 2994,86,2011
CUSTOMER 2995,0,2011
CUSTOMER 2997,0,2011
CUSTOMER 3000,2564676,2011
CUSTOMER 3003,98046,2011
CUSTOMER 3005,75195,2011
CUSTOMER 3010,0,2011
CUSTOMER 3011,1466,2011
CUSTOMER 3014,78005,2011
CUSTOMER 3016,20275,2011
CUSTOMER 3019,8269,2011
CUSTOMER 3020,3212,2011
CUSTOMER 3021,411557,2011
CUSTOMER 3023,22,2011
CUSTOMER 3025,138,2011
CUSTOMER 3028,300109,2011
CUSTOMER 3031,0,2011
CUSTOMER 3032,11348767,2011
CUSTOMER 3034,105,2011
CUSTOMER 3036,170307,2011
CUSTOMER 3039,0,2011
CUSTOMER 3040,84992903,2011
CUSTOMER 3042,64,2011
CUSTOMER 3046,499124,2011
CUSTOMER 3052,312,2011
CUSTOMER 3063,3061825,2011
CUSTOMER 3064,377,2011
CUSTOMER 3067,217,2011
CUSTOMER 3069,43872,2011
CUSTOMER 3071,11696,2011
CUSTOMER 3072,99868,2011
CUSTOMER 3078,46563,2011
CUSTOMER 3082,79332,2011
CUSTOMER 3084,421,2011
CUSTOMER 3085,13161,2011
CUSTOMER 3089,39057,2011
CUSTOMER 3090,4721,2011
CUSTOMER 3090,0,2011
CUSTOMER 3091,128700,2011
CUSTOMER 3092,613689,2011
CUSTOMER 3093,51999,2011
CUSTOMER 3095,979,2011
CUSTOMER 3096,223,2011
CUSTOMER 3098,175394,2011
CUSTOMER 3099,0,2011
CUSTOMER 3099,717,2011
CUSTOMER 3100,0,2011
CUSTOMER 3103,0,2011
CUSTOMER 3105,37,2011
CUSTOMER 3109,1349268,2011
CUSTOMER 3110,1500,2011
CUSTOMER 3111,8783,2011
CUSTOMER 3113,0,2011
CUSTOMER 3115,8170181,2011
CUSTOMER 3119,214786,2011
CUSTOMER 3120,181818,2011
CUSTOMER 3121,65,2011
CUSTOMER 3122,47384,2011
CUSTOMER 3123,0,2011
CUSTOMER 3124,1222986,2011
CUSTOMER 3125,36,2011
CUSTOMER 3126,394840,2011
CUSTOMER 3129,0,2011
CUSTOMER 3131,0,2011
CUSTOMER 3133,1610,2011
CUSTOMER 3141,94709,2011
CUSTOMER 3142,2130,2011
CUSTOMER 3144,0,2011
CUSTOMER 3145,245917,2011
CUSTOMER 3149,37731,2011
CUSTOMER 3151,0,2011
CUSTOMER 3154,423578,2011
CUSTOMER 3155,894366,2011
CUSTOMER 3156,0,2011
CUSTOMER 3157,52500,2011
CUSTOMER 3158,117096,2011
CUSTOMER 3159,54454,2011
CUSTOMER 3162,0,2011
CUSTOMER 3166,78778,2011
CUSTOMER 3170,60648,2011
CUSTOMER 3175,1987,2011
CUSTOMER 3176,130304,2011
CUSTOMER 3184,108346,2011
CUSTOMER 3185,0,2011
CUSTOMER 3190,39,2011
CUSTOMER 3191,27885,2011
CUSTOMER 3195,1592,2011
CUSTOMER 3196,8356,2011
CUSTOMER 3197,0,2011
CUSTOMER 3203,1512952,2011
CUSTOMER 3205,1110653,2011
CUSTOMER 3206,3160,2011
CUSTOMER 3208,563889,2011
CUSTOMER 3209,34718,2011
CUSTOMER 3213,152,2011
CUSTOMER 3215,2764,2011
CUSTOMER 3217,7956405,2011
CUSTOMER 3222,135706,2011
CUSTOMER 3223,37909,2011
CUSTOMER 3225,852,2011
CUSTOMER 3229,530935,2011
CUSTOMER 3230,0,2011
CUSTOMER 3231,18,2011
CUSTOMER 3232,0,2011
CUSTOMER 3234,306,2011
CUSTOMER 3235,0,2011
CUSTOMER 3236,130550,2011
CUSTOMER 3238,110952,2011
CUSTOMER 3239,53,2011
CUSTOMER 3243,78,2011
CUSTOMER 3244,3708,2011
CUSTOMER 3246,0,2011
CUSTOMER 3247,386595,2011
CUSTOMER 3249,0,2011
CUSTOMER 3250,2191314,2011
CUSTOMER 3253,7361,2011
CUSTOMER 3260,22675,2011
CUSTOMER 3265,46403,2011
CUSTOMER 3266,0,2011
CUSTOMER 3267,74180,2011
CUSTOMER 3268,0,2011
CUSTOMER 3273,2694,2011
CUSTOMER 3276,16885,2011
CUSTOMER 3279,10227,2011
CUSTOMER 3280,21279,2011
CUSTOMER 3283,0,2011
CUSTOMER 3287,59400,2011
CUSTOMER 3288,398752,2011
CUSTOMER 3290,35921,2011
CUSTOMER 3291,530567,2011
CUSTOMER 3292,0,2011
CUSTOMER 3292,46085,2011
CUSTOMER 3293,8127523,2011
CUSTOMER 3294,2253547,2011
CUSTOMER 3295,502952,2011
CUSTOMER 3297,2725,2011
CUSTOMER 3298,14989,2011
CUSTOMER 3300,188100,2011
CUSTOMER 3301,21799,2011
CUSTOMER 3302,10118,2011
CUSTOMER 3308,11762,2011
CUSTOMER 3309,7111237,2011
CUSTOMER 3309,24455,2011
CUSTOMER 3310,831011,2011
CUSTOMER 3312,21314,2011
CUSTOMER 3313,315063,2011
CUSTOMER 3314,5060,2011
CUSTOMER 3317,140807,2011
CUSTOMER 3321,0,2011
CUSTOMER 3322,338,2011
CUSTOMER 3324,24058,2011
CUSTOMER 3325,80970,2011
CUSTOMER 3326,159,2011
CUSTOMER 3329,234821,2011
CUSTOMER 3330,46612,2011
CUSTOMER 3334,76004,2011
CUSTOMER 3335,1568,2011
CUSTOMER 3339,172503,2011
CUSTOMER 3342,305086,2011
CUSTOMER 3343,142,2011
CUSTOMER 3344,0,2011
CUSTOMER 3346,18780,2011
CUSTOMER 3347,149,2011
CUSTOMER 3349,69,2011
CUSTOMER 3352,414885,2011
CUSTOMER 3357,10491,2011
CUSTOMER 3359,11272,2011
CUSTOMER 3363,16975,2011
CUSTOMER 3364,8,2011
CUSTOMER 3365,11,2011
CUSTOMER 3369,404,2011
CUSTOMER 3369,68,2011
CUSTOMER 3373,39458,2011
CUSTOMER 3375,385495,2011
CUSTOMER 3386,670,2011
CUSTOMER 3387,36520,2011
CUSTOMER 3390,2627,2011
CUSTOMER 3393,0,2011
CUSTOMER 3394,0,2011
CUSTOMER 3395,282916,2011
CUSTOMER 3396,792,2011
CUSTOMER 3398,29216,2011
CUSTOMER 3400,0,2011
CUSTOMER 3403,0,2011
CUSTOMER 3405,2900,2011
CUSTOMER 3406,10669,2011
CUSTOMER 3407,3800,2011
CUSTOMER 3411,2,2011
CUSTOMER 3416,3469,2011
CUSTOMER 3417,64781,2011
CUSTOMER 3418,9068,2011
CUSTOMER 3420,8213884,2011
CUSTOMER 3425,2169,2011
CUSTOMER 3427,18,2011
CUSTOMER 3428,19994,2011
CUSTOMER 3429,248741,2011
CUSTOMER 3430,198817,2011
CUSTOMER 3431,891,2011
CUSTOMER 3433,251824,2011
CUSTOMER 3434,150,2011
CUSTOMER 3435,0,2011
CUSTOMER 3436,36838,2011
CUSTOMER 3437,6,2011
CUSTOMER 3439,262804,2011
CUSTOMER 3444,0,2011
CUSTOMER 3452,0,2011
CUSTOMER 3455,106127,2011
CUSTOMER 3456,79,2011
CUSTOMER 3457,0,2011
CUSTOMER 3458,0,2011
CUSTOMER 3460,30145,2011
CUSTOMER 3461,0,2011
CUSTOMER 3464,1018,2011
CUSTOMER 3468,8701624,2011
CUSTOMER 3471,4864239,2011
CUSTOMER 3472,328,2011
CUSTOMER 3473,762660,2011
CUSTOMER 3475,0,2011
CUSTOMER 3476,149496,2011
CUSTOMER 3477,21111,2011
CUSTOMER 3478,148912,2011
CUSTOMER 3480,0,2011
CUSTOMER 3482,0,2011
CUSTOMER 3484,14619,2011
CUSTOMER 3486,116839,2011
CUSTOMER 3487,3153095,2011
CUSTOMER 3489,395232,2011
CUSTOMER 3494,28085,2011
CUSTOMER 3495,19524,2011
CUSTOMER 3500,309857,2011
CUSTOMER 3501,18,2011
CUSTOMER 3502,70505,2011
CUSTOMER 3503,3,2011
CUSTOMER 3506,26008785,2011
CUSTOMER 3507,7465,2011
CUSTOMER 3512,191317,2011
CUSTOMER 3514,7472,2011
CUSTOMER 3522,21355,2011
CUSTOMER 3523,0,2011
CUSTOMER 3524,2,2011
CUSTOMER 3526,9786,2011
CUSTOMER 3532,138958,2011
CUSTOMER 3533,1099539,2011
CUSTOMER 3534,5718,2011
CUSTOMER 3536,42326,2011
CUSTOMER 3537,5246454,2011
CUSTOMER 3537,174769,2011
CUSTOMER 3537,0,2011
CUSTOMER 3538,8224,2011
CUSTOMER 3539,6463,2011
CUSTOMER 3541,1004268,2011
CUSTOMER 3542,53217052,2011
CUSTOMER 3548,134649,2011
CUSTOMER 3549,5859,2011
CUSTOMER 3550,23,2011
CUSTOMER 3551,841164,2011
CUSTOMER 3554,0,2011
CUSTOMER 3555,0,2011
CUSTOMER 3565,129,2011
CUSTOMER 3567,0,2011
CUSTOMER 3577,0,2011
CUSTOMER 3578,0,2011
CUSTOMER 3579,18033,2011
CUSTOMER 3583,354158,2011
CUSTOMER 3584,95294,2011
CUSTOMER 3585,62188774,2011
CUSTOMER 3588,9534,2011
CUSTOMER 3591,0,2011
CUSTOMER 3595,145395,2011
CUSTOMER 3597,1,2011
CUSTOMER 3598,2114757,2011
CUSTOMER 3599,184,2011
CUSTOMER 3600,2820649,2011
CUSTOMER 3602,224,2011
CUSTOMER 3605,429802,2011
CUSTOMER 3606,0,2011
CUSTOMER 3612,1192985,2011
CUSTOMER 3615,7183801,2011
CUSTOMER 3616,82380,2011
CUSTOMER 3617,1603210,2011
CUSTOMER 3620,492187,2011
CUSTOMER 3628,29807,2011
CUSTOMER 3631,38,2011
CUSTOMER 3637,306,2011
CUSTOMER 3639,51540,2011
CUSTOMER 3642,41555,2011
CUSTOMER 3649,5,2011
CUSTOMER 3654,420538,2011
CUSTOMER 3656,0,2011
CUSTOMER 3658,8334,2011
CUSTOMER 3659,5784,2011
CUSTOMER 3660,24430,2011
CUSTOMER 3661,0,2011
CUSTOMER 3669,550613,2011
CUSTOMER 3672,6930,2011
CUSTOMER 3672,42487,2011
CUSTOMER 3676,3542,2011
CUSTOMER 3677,17623,2011
CUSTOMER 3678,690014,2011
CUSTOMER 3679,340,2011
CUSTOMER 3680,0,2011
CUSTOMER 3688,129,2011
CUSTOMER 3689,542302,2011
CUSTOMER 3693,161663,2011
CUSTOMER 3697,2,2011
CUSTOMER 3698,233811,2011
CUSTOMER 3699,1907,2011
CUSTOMER 3701,0,2011
CUSTOMER 3709,140551,2011
CUSTOMER 3710,390976,2011
CUSTOMER 3712,261,2011
CUSTOMER 3714,176885,2011
CUSTOMER 3717,2243,2011
CUSTOMER 3718,34656,2011
CUSTOMER 3721,121363,2011
CUSTOMER 3722,0,2011
CUSTOMER 3727,472,2011
CUSTOMER 3729,13955,2011
CUSTOMER 3732,0,2011
CUSTOMER 3735,1048143,2011
CUSTOMER 3737,17781,2011
CUSTOMER 3738,730073,2011
CUSTOMER 3739,574047,2011
CUSTOMER 3741,16308,2011
CUSTOMER 3742,29522,2011
CUSTOMER 3744,6768,2011
CUSTOMER 3751,139370,2011
CUSTOMER 3752,584319,2011
CUSTOMER 3753,27,2011
CUSTOMER 3755,26727,2011
CUSTOMER 3756,46872,2011
CUSTOMER 3757,45341,2011
CUSTOMER 3761,1084122,2011
CUSTOMER 3763,217146,2011
CUSTOMER 3764,4143,2011
CUSTOMER 3767,749452,2011
CUSTOMER 3768,502,2011
CUSTOMER 3769,18224,2011
CUSTOMER 3770,622,2011
CUSTOMER 3774,0,2011
CUSTOMER 3781,2309187,2011
CUSTOMER 3783,98748,2011
CUSTOMER 3786,405980,2011
CUSTOMER 3787,0,2011
CUSTOMER 3790,253,2011
CUSTOMER 3791,80830,2011
CUSTOMER 3793,222402,2011
CUSTOMER 3794,929846,2011
CUSTOMER 3795,46978,2011
CUSTOMER 3797,5391,2011
CUSTOMER 3798,8611,2011
CUSTOMER 3802,13,2011
CUSTOMER 3806,204,2011
CUSTOMER 3809,958208,2011
CUSTOMER 3810,47297,2011
CUSTOMER 3814,3151352,2011
CUSTOMER 3815,529852,2011
CUSTOMER 3819,0,2011
CUSTOMER 3821,48995,2011
CUSTOMER 3825,365042,2011
CUSTOMER 3827,94879,2011
CUSTOMER 3830,141,2011
CUSTOMER 3831,90,2011
CUSTOMER 3832,17961,2011
CUSTOMER 3834,39196,2011
CUSTOMER 3835,0,2011
CUSTOMER 3836,22004491,2011
CUSTOMER 3838,0,2011
CUSTOMER 3838,59718,2011
CUSTOMER 3841,19152,2011
CUSTOMER 3842,55779,2011
CUSTOMER 3844,355201,2011
CUSTOMER 3844,249654,2011
CUSTOMER 3845,29946,2011
CUSTOMER 3848,1068,2011
CUSTOMER 3849,0,2011
CUSTOMER 3850,3478875,2011
CUSTOMER 3854,74912,2011
CUSTOMER 3856,23533,2011
CUSTOMER 3858,0,2011
CUSTOMER 3860,14035,2011
CUSTOMER 3860,409,2011
CUSTOMER 3861,161641,2011
CUSTOMER 3862,930,2011
CUSTOMER 3869,16367,2011
CUSTOMER 3872,17520,2011
CUSTOMER 3873,33,2011
CUSTOMER 3877,1560,2011
CUSTOMER 3881,1,2011
CUSTOMER 3883,376,2011
CUSTOMER 3886,320,2011
CUSTOMER 3889,0,2011
CUSTOMER 3889,38826,2011
CUSTOMER 3893,21,2011
CUSTOMER 3895,29588,2011
CUSTOMER 3897,1898116,2011
CUSTOMER 3898,4712949,2011
CUSTOMER 3903,286114,2011
CUSTOMER 3904,1,2011
CUSTOMER 3905,47340,2011
CUSTOMER 3906,7086,2011
CUSTOMER 3908,133,2011
CUSTOMER 3916,47557,2011
CUSTOMER 3919,183526,2011
CUSTOMER 3919,177873,2011
CUSTOMER 3925,0,2011
CUSTOMER 3929,474210,2011
CUSTOMER 3933,841114,2011
CUSTOMER 3934,433799,2011
CUSTOMER 3940,0,2011
CUSTOMER 3941,6267,2011
CUSTOMER 3945,48,2011
CUSTOMER 3949,0,2011
CUSTOMER 3950,2962127,2011
CUSTOMER 3953,28444,2011
CUSTOMER 3957,1,2011
CUSTOMER 3959,0,2011
CUSTOMER 3960,3658870,2011
CUSTOMER 3962,24739,2011
CUSTOMER 3965,531333,2011
CUSTOMER 3966,7,2011
CUSTOMER 3967,279,2011
CUSTOMER 3969,9750042,2011
CUSTOMER 3970,15690,2011
CUSTOMER 3975,228703,2011
CUSTOMER 3976,0,2011
CUSTOMER 3978,10302,2011
CUSTOMER 3980,0,2011
CUSTOMER 3983,1088841,2011
CUSTOMER 3985,161,2011
CUSTOMER 3986,0,2011
CUSTOMER 3990,0,2011
CUSTOMER 3995,20,2011
CUSTOMER 3998,488505,2011
CUSTOMER 4000,0,2011
CUSTOMER 4007,0,2011
CUSTOMER 4010,1283159,2011
CUSTOMER 4012,31092,2011
CUSTOMER 4013,6179,2011
CUSTOMER 4014,0,2011
CUSTOMER 4016,742365,2011
CUSTOMER 4018,3073095,2011
CUSTOMER 4020,600070,2011
CUSTOMER 4022,0,2011
CUSTOMER 4030,9402953,2011
CUSTOMER 4035,499886,2011
CUSTOMER 4035,597741,2011
CUSTOMER 4036,0,2011
CUSTOMER 4038,38794500,2011
CUSTOMER 4039,11564,2011
CUSTOMER 4044,0,2011
CUSTOMER 4048,259,2011
CUSTOMER 4050,102882,2011
CUSTOMER 4053,366930,2011
CUSTOMER 4054,0,2011
CUSTOMER 4056,0,2011
CUSTOMER 4057,21874,2011
CUSTOMER 4058,1847222,2011
CUSTOMER 4061,0,2011
CUSTOMER 4063,250439,2011
CUSTOMER 4064,38268,2011
CUSTOMER 4070,108,2011
CUSTOMER 4071,71086,2011
CUSTOMER 4077,0,2011
CUSTOMER 4079,101447,2011
CUSTOMER 4081,0,2011
CUSTOMER 4082,299,2011
CUSTOMER 4083,259686,2011
CUSTOMER 4085,0,2011
CUSTOMER 4088,3730,2011
CUSTOMER 4091,0,2011
CUSTOMER 4092,193509,2011
CUSTOMER 4093,172,2011
CUSTOMER 4094,5423,2011
CUSTOMER 4097,12415,2011
CUSTOMER 4102,293322,2011
CUSTOMER 4103,3358,2011
CUSTOMER 4106,16978,2011
CUSTOMER 4108,0,2011
CUSTOMER 4108,29,2011
CUSTOMER 4112,0,2011
CUSTOMER 4114,0,2011
CUSTOMER 4115,188921,2011
CUSTOMER 4118,6,2011
CUSTOMER 4123,12,2011
CUSTOMER 4124,0,2011
CUSTOMER 4124,0,2011
CUSTOMER 4130,16484,2011
CUSTOMER 4131,4256063,2011
CUSTOMER 4137,416671,2011
CUSTOMER 4143,0,2011
CUSTOMER 4145,120400,2011
CUSTOMER 4146,21854,2011
CUSTOMER 4147,52318,2011
CUSTOMER 4148,10806,2011
CUSTOMER 4149,577689,2011
CUSTOMER 4150,49,2011
CUSTOMER 4153,4392,2011
CUSTOMER 4155,847847,2011
CUSTOMER 4157,1078,2011
CUSTOMER 3,28335,2012
CUSTOMER 4,24546,2012
CUSTOMER 6,354,2012
CUSTOMER 8,1135719,2012
CUSTOMER 11,588393,2012
CUSTOMER 12,1935951,2012
CUSTOMER 15,11,2012
CUSTOMER 17,49424,2012
CUSTOMER 18,1823973,2012
CUSTOMER 20,69491,2012
CUSTOMER 24,39,2012
CUSTOMER 26,24873,2012
CUSTOMER 27,4,2012
CUSTOMER 34,60633,2012
CUSTOMER 38,340652,2012
CUSTOMER 40,2784,2012
CUSTOMER 41,226862,2012
CUSTOMER 43,1283238,2012
CUSTOMER 46,154020,2012
CUSTOMER 48,1353197,2012
CUSTOMER 51,0,2012
CUSTOMER 52,0,2012
CUSTOMER 54,862,2012
CUSTOMER 56,0,2012
CUSTOMER 57,11797,2012
CUSTOMER 59,43812,2012
CUSTOMER 60,122,2012
CUSTOMER 61,276615,2012
CUSTOMER 63,2,2012
CUSTOMER 67,231,2012
CUSTOMER 68,5513164,2012
CUSTOMER 69,394855,2012
CUSTOMER 70,0,2012
CUSTOMER 71,3705,2012
CUSTOMER 72,53226,2012
CUSTOMER 74,440,2012
CUSTOMER 75,29885,2012
CUSTOMER 76,4219176,2012
CUSTOMER 79,17,2012
CUSTOMER 80,22,2012
CUSTOMER 82,861355,2012
CUSTOMER 83,0,2012
CUSTOMER 86,6371,2012
CUSTOMER 87,269543,2012
CUSTOMER 89,2474,2012
CUSTOMER 90,11294,2012
CUSTOMER 91,930415,2012
CUSTOMER 92,0,2012
CUSTOMER 95,1217646,2012
CUSTOMER 96,128995,2012
CUSTOMER 98,4860521,2012
CUSTOMER 100,3129,2012
CUSTOMER 103,0,2012
CUSTOMER 104,1129,2012
CUSTOMER 108,7710,2012
CUSTOMER 110,24387,2012
CUSTOMER 112,85558,2012
CUSTOMER 114,35677,2012
CUSTOMER 115,5925,2012
CUSTOMER 116,718,2012
CUSTOMER 117,300455,2012
CUSTOMER 118,206023,2012
CUSTOMER 121,57794,2012
CUSTOMER 122,944,2012
CUSTOMER 126,1611,2012
CUSTOMER 128,680,2012
CUSTOMER 130,10041,2012
CUSTOMER 131,33775,2012
CUSTOMER 132,0,2012
CUSTOMER 133,3286,2012
CUSTOMER 135,6785476,2012
CUSTOMER 139,123,2012
CUSTOMER 141,0,2012
CUSTOMER 143,9152426,2012
CUSTOMER 146,89,2012
CUSTOMER 148,0,2012
CUSTOMER 149,149003,2012
CUSTOMER 150,919902,2012
CUSTOMER 152,339,2012
CUSTOMER 155,14231,2012
CUSTOMER 158,8,2012
CUSTOMER 160,676,2012
CUSTOMER 163,10994,2012
CUSTOMER 165,2,2012
CUSTOMER 166,363,2012
CUSTOMER 172,2140837,2012
CUSTOMER 178,30223,2012
CUSTOMER 180,5020,2012
CUSTOMER 183,0,2012
CUSTOMER 184,84109262,2012
CUSTOMER 193,172078,2012
CUSTOMER 194,4562,2012
CUSTOMER 196,1095,2012
CUSTOMER 201,1,2012
CUSTOMER 204,16192219,2012
CUSTOMER 205,45544,2012
CUSTOMER 206,479,2012
CUSTOMER 207,0,2012
CUSTOMER 211,1,2012
CUSTOMER 214,2387210,2012
CUSTOMER 216,641,2012
CUSTOMER 217,0,2012
CUSTOMER 220,0,2012
CUSTOMER 221,0,2012
CUSTOMER 223,39,2012
CUSTOMER 226,28032,2012
CUSTOMER 227,1312,2012
CUSTOMER 228,2629,2012
CUSTOMER 233,50274,2012
CUSTOMER 234,1309,2012
CUSTOMER 236,357992,2012
CUSTOMER 243,64690,2012
CUSTOMER 244,1498122,2012
CUSTOMER 246,0,2012
CUSTOMER 248,873891,2012
CUSTOMER 251,0,2012
CUSTOMER 253,37419,2012
CUSTOMER 257,52933,2012
CUSTOMER 258,18185828,2012
CUSTOMER 259,1364390,2012
CUSTOMER 262,402,2012
CUSTOMER 264,7698,2012
CUSTOMER 265,1373,2012
CUSTOMER 266,95755,2012
CUSTOMER 268,2508136,2012
CUSTOMER 269,434703,2012
CUSTOMER 270,72707,2012
CUSTOMER 271,834609,2012
CUSTOMER 274,57715,2012
CUSTOMER 277,198710,2012
CUSTOMER 282,12,2012
CUSTOMER 287,337539,2012
CUSTOMER 290,14612,2012
CUSTOMER 293,33618,2012
CUSTOMER 294,136928,2012
CUSTOMER 295,36108,2012
CUSTOMER 299,5747,2012
CUSTOMER 300,867,2012
CUSTOMER 301,0,2012
CUSTOMER 303,11724,2012
CUSTOMER 305,0,2012
CUSTOMER 306,82892,2012
CUSTOMER 308,276352,2012
CUSTOMER 309,85646,2012
CUSTOMER 310,56867,2012
CUSTOMER 311,42549,2012
CUSTOMER 312,285965,2012
CUSTOMER 314,0,2012
CUSTOMER 316,180,2012
CUSTOMER 319,59927946,2012
CUSTOMER 321,0,2012
CUSTOMER 322,83678,2012
CUSTOMER 326,21861,2012
CUSTOMER 328,72142,2012
CUSTOMER 331,16526,2012
CUSTOMER 338,0,2012
CUSTOMER 346,102372,2012
CUSTOMER 349,1078805,2012
CUSTOMER 356,38945,2012
CUSTOMER 359,70500,2012
CUSTOMER 361,8655,2012
CUSTOMER 364,255,2012
CUSTOMER 365,32605,2012
CUSTOMER 366,110,2012
CUSTOMER 367,1596,2012
CUSTOMER 369,0,2012
CUSTOMER 372,674516,2012
CUSTOMER 373,435,2012
CUSTOMER 374,970,2012
CUSTOMER 378,19469,2012
CUSTOMER 379,21246,2012
CUSTOMER 382,211530,2012
CUSTOMER 383,345559,2012
CUSTOMER 384,9802,2012
CUSTOMER 385,11127,2012
CUSTOMER 387,0,2012
CUSTOMER 388,60074,2012
CUSTOMER 389,52,2012
CUSTOMER 391,556,2012
CUSTOMER 392,661,2012
CUSTOMER 394,395785,2012
CUSTOMER 395,115941,2012
CUSTOMER 396,2867605,2012
CUSTOMER 397,0,2012
CUSTOMER 399,0,2012
CUSTOMER 400,582434,2012
CUSTOMER 401,0,2012
CUSTOMER 402,80,2012
CUSTOMER 403,5263741,2012
CUSTOMER 404,1125823,2012
CUSTOMER 405,66850,2012
CUSTOMER 407,50,2012
CUSTOMER 408,146182,2012
CUSTOMER 411,17749,2012
CUSTOMER 414,2626714,2012
CUSTOMER 415,16361,2012
CUSTOMER 416,4695,2012
CUSTOMER 417,1205346,2012
CUSTOMER 418,30221,2012
CUSTOMER 424,242282,2012
CUSTOMER 426,1909779,2012
CUSTOMER 428,0,2012
